ring_id,vertex_id,x,y
0,0,1.45179e+06,-1.37401e+06
0,1,1.44914e+06,-1.3793e+06
0,2,1.45034e+06,-1.38136e+06
0,3,1.45389e+06,-1.38293e+06
0,4,1.45454e+06,-1.38497e+06
0,5,1.45389e+06,-1.38659e+06
0,6,1.45311e+06,-1.38693e+06
0,7,1.45126e+06,-1.38573e+06
0,8,1.45131e+06,-1.38454e+06
0,9,1.45035e+06,-1.38238e+06
0,10,1.45058e+06,-1.38389e+06
0,11,1.45112e+06,-1.38459e+06
0,12,1.45092e+06,-1.38541e+06
0,13,1.45133e+06,-1.38716e+06
0,14,1.45013e+06,-1.38818e+06
0,15,1.44953e+06,-1.39069e+06
0,16,1.44832e+06,-1.38982e+06
0,17,1.44638e+06,-1.39168e+06
0,18,1.4462e+06,-1.39319e+06
0,19,1.44553e+06,-1.3941e+06
0,20,1.44425e+06,-1.39415e+06
0,21,1.44444e+06,-1.39503e+06
0,22,1.44383e+06,-1.39562e+06
0,23,1.44203e+06,-1.39945e+06
0,24,1.44103e+06,-1.39994e+06
0,25,1.44001e+06,-1.39964e+06
0,26,1.4389e+06,-1.40029e+06
0,27,1.43838e+06,-1.4014e+06
0,28,1.43684e+06,-1.40081e+06
0,29,1.43511e+06,-1.4018e+06
0,30,1.43334e+06,-1.40211e+06
0,31,1.43356e+06,-1.40292e+06
0,32,1.43393e+06,-1.40221e+06
0,33,1.43527e+06,-1.40235e+06
0,34,1.43347e+06,-1.40341e+06
0,35,1.43271e+06,-1.40102e+06
0,36,1.4324e+06,-1.40136e+06
0,37,1.43307e+06,-1.40228e+06
0,38,1.43152e+06,-1.40335e+06
0,39,1.43295e+06,-1.40506e+06
0,40,1.43167e+06,-1.40577e+06
0,41,1.43072e+06,-1.40685e+06
0,42,1.43317e+06,-1.40524e+06
0,43,1.43545e+06,-1.40281e+06
0,44,1.43686e+06,-1.40257e+06
0,45,1.43839e+06,-1.40312e+06
0,46,1.43692e+06,-1.40445e+06
0,47,1.43652e+06,-1.40624e+06
0,48,1.43843e+06,-1.40489e+06
0,49,1.43873e+06,-1.40272e+06
0,50,1.43988e+06,-1.40338e+06
0,51,1.44469e+06,-1.41064e+06
0,52,1.44569e+06,-1.4118e+06
0,53,1.4471e+06,-1.41633e+06
0,54,1.44792e+06,-1.41787e+06
0,55,1.44776e+06,-1.41938e+06
0,56,1.44902e+06,-1.41969e+06
0,57,1.44849e+06,-1.42033e+06
0,58,1.45055e+06,-1.42171e+06
0,59,1.45144e+06,-1.42278e+06
0,60,1.4513e+06,-1.42459e+06
0,61,1.45192e+06,-1.42336e+06
0,62,1.45334e+06,-1.42325e+06
0,63,1.45576e+06,-1.42374e+06
0,64,1.45727e+06,-1.42627e+06
0,65,1.4587e+06,-1.42749e+06
0,66,1.45929e+06,-1.42745e+06
0,67,1.46021e+06,-1.42836e+06
0,68,1.46104e+06,-1.42793e+06
0,69,1.4615e+06,-1.42573e+06
0,70,1.46305e+06,-1.42544e+06
0,71,1.46395e+06,-1.42728e+06
0,72,1.4649e+06,-1.42693e+06
0,73,1.46539e+06,-1.42507e+06
0,74,1.46725e+06,-1.42382e+06
0,75,1.46779e+06,-1.42271e+06
0,76,1.46764e+06,-1.42152e+06
0,77,1.4686e+06,-1.41978e+06
0,78,1.46956e+06,-1.41986e+06
0,79,1.47035e+06,-1.4211e+06
0,80,1.47116e+06,-1.42087e+06
0,81,1.47206e+06,-1.41953e+06
0,82,1.47156e+06,-1.41638e+06
0,83,1.47203e+06,-1.41533e+06
0,84,1.47535e+06,-1.41216e+06
0,85,1.47578e+06,-1.41019e+06
0,86,1.47793e+06,-1.40507e+06
0,87,1.47722e+06,-1.40253e+06
0,88,1.47685e+06,-1.39736e+06
0,89,1.4724e+06,-1.3888e+06
0,90,1.46988e+06,-1.38468e+06
0,91,1.46797e+06,-1.38319e+06
0,92,1.46604e+06,-1.37976e+06
0,93,1.46428e+06,-1.37915e+06
0,94,1.46367e+06,-1.37739e+06
0,95,1.46152e+06,-1.3753e+06
0,96,1.46004e+06,-1.3743e+06
0,97,1.45832e+06,-1.37393e+06
0,98,1.45526e+06,-1.37233e+06
Total signed area in input: 1.305116e+09
Total signed area in output: 1.305116e+09
Total areal displacement: 1.244520e+07
