ring_id,vertex_id,x,y
0,0,1.84069e+06,664111
0,1,1.84163e+06,662854
0,2,1.84313e+06,659061
0,3,1.84348e+06,661495
0,4,1.84236e+06,663441
0,5,1.8415e+06,663366
0,6,1.84232e+06,666294
0,7,1.84373e+06,665978
0,8,1.84403e+06,665000
0,9,1.84552e+06,665314
0,10,1.84583e+06,663580
0,11,1.84719e+06,665061
0,12,1.84697e+06,663515
0,13,1.84764e+06,665293
0,14,1.84977e+06,663954
0,15,1.85061e+06,664488
0,16,1.85284e+06,662927
0,17,1.85459e+06,662788
0,18,1.85475e+06,662183
0,19,1.85816e+06,661525
0,20,1.85812e+06,659687
0,21,1.85961e+06,657286
0,22,1.86132e+06,655811
0,23,1.86229e+06,654074
0,24,1.86188e+06,655877
0,25,1.8611e+06,656475
0,26,1.8589e+06,660248
0,27,1.85957e+06,661708
0,28,1.86036e+06,660374
0,29,1.86103e+06,662307
0,30,1.86022e+06,663748
0,31,1.86226e+06,664056
0,32,1.86205e+06,666125
0,33,1.86289e+06,665470
0,34,1.8626e+06,666812
0,35,1.86092e+06,666272
0,36,1.86047e+06,668258
0,37,1.85934e+06,666517
0,38,1.85834e+06,666980
0,39,1.85871e+06,665809
0,40,1.85606e+06,666775
0,41,1.85561e+06,667602
0,42,1.85919e+06,666741
0,43,1.85604e+06,668763
0,44,1.85648e+06,670207
0,45,1.85458e+06,670854
0,46,1.85569e+06,669645
0,47,1.85563e+06,667952
0,48,1.85433e+06,667892
0,49,1.85209e+06,673339
0,50,1.85325e+06,673322
0,51,1.85356e+06,674143
0,52,1.85179e+06,675221
0,53,1.85293e+06,675368
0,54,1.85124e+06,676117
0,55,1.85135e+06,678042
0,56,1.84926e+06,677722
0,57,1.84745e+06,678149
0,58,1.84689e+06,679144
0,59,1.84417e+06,680669
0,60,1.84407e+06,681434
0,61,1.8415e+06,680399
0,62,1.84172e+06,679282
0,63,1.84319e+06,680285
0,64,1.84714e+06,678466
0,65,1.84542e+06,678607
0,66,1.84669e+06,677816
0,67,1.84634e+06,677163
0,68,1.84773e+06,674919
0,69,1.84833e+06,676371
0,70,1.8502e+06,675978
0,71,1.85097e+06,675129
0,72,1.84977e+06,674558
0,73,1.84588e+06,674779
0,74,1.84617e+06,675715
0,75,1.84436e+06,675744
0,76,1.84579e+06,673944
0,77,1.84373e+06,674444
0,78,1.84358e+06,675528
0,79,1.84215e+06,676392
0,80,1.84306e+06,676540
0,81,1.84138e+06,678231
0,82,1.84182e+06,675818
0,83,1.84058e+06,676051
0,84,1.84002e+06,677798
0,85,1.83909e+06,677851
0,86,1.84034e+06,676842
0,87,1.83778e+06,677438
0,88,1.83932e+06,676226
0,89,1.83978e+06,673891
0,90,1.84126e+06,673004
0,91,1.84421e+06,669838
0,92,1.84372e+06,669215
0,93,1.84142e+06,669943
0,94,1.84137e+06,668399
0,95,1.83972e+06,668795
0,96,1.83889e+06,670999
0,97,1.83711e+06,670869
0,98,1.84201e+06,665294
Total signed area in input: 2.062881e+08
Total signed area in output: 2.062881e+08
Total areal displacement: 3.783921e+07
